From	To	Species	Gene Name
102083597	RSF1	Columba livia	remodeling and spacing factor 1(RSF1)
104023050	RDX	Nipponia nippon	radixin(RDX)
105404199	GNB4	Aquila chrysaetos canadensis	G protein subunit beta 4(GNB4)
102098351	LOC102098351	Columba livia	chromosome unknown open reading frame, human C9orf3(LOC102098351)
102098358	GPATCH8	Columba livia	G-patch domain containing 8(GPATCH8)
102098892	AKAP9	Columba livia	A-kinase anchoring protein 9(AKAP9)
102086306	AGPAT4	Columba livia	1-acylglycerol-3-phosphate O-acyltransferase 4(AGPAT4)
102092826	GTF2A1	Columba livia	general transcription factor IIA subunit 1(GTF2A1)
102097357	SLC25A3	Columba livia	solute carrier family 25 member 3(SLC25A3)
102086305	GATA2	Columba livia	GATA binding protein 2(GATA2)
102086302	MED21	Columba livia	mediator complex subunit 21(MED21)
102086303	PARP1	Columba livia	poly(ADP-ribose) polymerase 1(PARP1)
102092823	HMGB1	Columba livia	high mobility group box 1(HMGB1)
102089094	DDX55	Columba livia	DEAD-box helicase 55(DDX55)
102098898	TBL1XR1	Columba livia	transducin beta like 1 X-linked receptor 1(TBL1XR1)
102090895	ACACA	Columba livia	acetyl-CoA carboxylase alpha(ACACA)
102092841	USP13	Columba livia	ubiquitin specific peptidase 13 (isopeptidase T-3)(USP13)
102098364	SYCP1	Columba livia	synaptonemal complex protein 1(SYCP1)
102090894	AUTS2	Columba livia	autism susceptibility candidate 2(AUTS2)
102091394	DUSP16	Columba livia	dual specificity phosphatase 16(DUSP16)
102085705	CHMP1B	Columba livia	charged multivesicular body protein 1B(CHMP1B)
102091775	DHFR	Columba livia	dihydrofolate reductase(DHFR)
102097343	FGFR1OP2	Columba livia	FGFR1 oncogene partner 2(FGFR1OP2)
104531501	ZFAND6	Caprimulgus carolinensis	zinc finger AN1-type containing 6(ZFAND6)
102097342	DUSP12	Columba livia	dual specificity phosphatase 12(DUSP12)
102095203	SEC14L1	Columba livia	SEC14 like lipid binding 1(SEC14L1)
102095205	FSTL4	Columba livia	follistatin like 4(FSTL4)
102092838	PIK3R1	Columba livia	phosphoinositide-3-kinase regulatory subunit 1(PIK3R1)
102089080	HACD2	Columba livia	3-hydroxyacyl-CoA dehydratase 2(HACD2)
102092835	MBLAC2	Columba livia	metallo-beta-lactamase domain containing 2(MBLAC2)
102092833	MAP1LC3B	Columba livia	microtubule associated protein 1 light chain 3 beta(MAP1LC3B)
102090884	RPRD1B	Columba livia	regulation of nuclear pre-mRNA domain containing 1B(RPRD1B)
102089084	LPGAT1	Columba livia	lysophosphatidylglycerol acyltransferase 1(LPGAT1)
102090886	TMEM35A	Columba livia	transmembrane protein 35A(TMEM35A)
102087884	ACBD3	Columba livia	acyl-CoA binding domain containing 3(ACBD3)
102084602	KPNA6	Columba livia	karyopherin subunit alpha 6(KPNA6)
102092085	SCN3A	Columba livia	sodium voltage-gated channel alpha subunit 3(SCN3A)
102090191	STAT3	Columba livia	signal transducer and activator of transcription 3(STAT3)
102087883	NMD3	Columba livia	NMD3 ribosome export adaptor(NMD3)
102090198	CTSD	Columba livia	cathepsin D(CTSD)
102090199	ACSL1	Columba livia	acyl-CoA synthetase long-chain family member 1(ACSL1)
102083546	MBTPS2	Columba livia	membrane bound transcription factor peptidase, site 2(MBTPS2)
102086369	DNAJB12	Columba livia	DnaJ heat shock protein family (Hsp40) member B12(DNAJB12)
106901014	TWF1	Calidris pugnax	twinfilin actin binding protein 1(TWF1)
102089507	PCGF6	Columba livia	polycomb group ring finger 6(PCGF6)
102089506	SOCS7	Columba livia	suppressor of cytokine signaling 7(SOCS7)
105399060	CCNY	Aquila chrysaetos canadensis	cyclin Y(CCNY)
102086364	OXSR1	Columba livia	oxidative stress responsive 1(OXSR1)
102091710	ZFC3H1	Columba livia	zinc finger C3H1-type containing(ZFC3H1)
102086763	FAM210B	Columba livia	family with sequence similarity 210 member B(FAM210B)
102086764	TBC1D30	Columba livia	TBC1 domain family member 30(TBC1D30)
102086768	TESK2	Columba livia	testis-specific kinase 2(TESK2)
102091715	PITX2	Columba livia	paired like homeodomain 2(PITX2)
102094147	KCTD10	Columba livia	potassium channel tetramerization domain containing 10(KCTD10)
102092076	DAGLB	Columba livia	diacylglycerol lipase beta(DAGLB)
102089509	SECISBP2	Columba livia	SECIS binding protein 2(SECISBP2)
102092863	YPEL2	Columba livia	yippee like 2(YPEL2)
102087892	ar	Columba livia	androgen receptor(AR)
102094144	TIAL1	Columba livia	TIA1 cytotoxic granule associated RNA binding protein like 1(TIAL1)
102097319	NRG1	Columba livia	neuregulin 1(NRG1)
102092861	CDH2	Columba livia	cadherin 2(CDH2)
102083555	MID1	Columba livia	midline 1(MID1)
102086356	HSPA8	Columba livia	heat shock protein family A (Hsp70) member 8(HSPA8)
102097329	ABHD15	Columba livia	abhydrolase domain containing 15(ABHD15)
102086358	GHRHR	Columba livia	growth hormone releasing hormone receptor(GHRHR)
102092854	SUN2	Columba livia	Sad1 and UNC84 domain containing 2(SUN2)
102097327	AASDHPPT	Columba livia	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase(AASDHPPT)
102086359	TTC3	Columba livia	tetratricopeptide repeat domain 3(TTC3)
104836991	LOC104836991	Haliaeetus leucocephalus	chromosome unknown open reading frame, human C8orf59(LOC104836991)
104840331	PRDX6	Haliaeetus leucocephalus	peroxiredoxin 6(PRDX6)
102086351	PWP1	Columba livia	PWP1 homolog, endonuclein(PWP1)
102092060	SALL3	Columba livia	spalt like transcription factor 3(SALL3)
105401598	ARL3	Aquila chrysaetos canadensis	ADP ribosylation factor like GTPase 3(ARL3)
102087869	MSANTD4	Columba livia	Myb/SANT DNA binding domain containing 4 with coiled-coils(MSANTD4)
102086732	FAM160B1	Columba livia	family with sequence similarity 160 member B1(FAM160B1)
102087865	SETD7	Columba livia	SET domain containing lysine methyltransferase 7(SETD7)
102091743	CCNI	Columba livia	cyclin I(CCNI)
102086730	TMEM263	Columba livia	transmembrane protein 263(TMEM263)
102094110	TNRC6C	Columba livia	trinucleotide repeat containing 6C(TNRC6C)
102094111	DCTN4	Columba livia	dynactin subunit 4(DCTN4)
102094112	SKP1	Columba livia	S-phase kinase associated protein 1(SKP1)
102092066	RCC1L	Columba livia	RCC1 like(RCC1L)
102092067	BDH1	Columba livia	3-hydroxybutyrate dehydrogenase, type 1(BDH1)
102094107	LOC102094107	Columba livia	transmembrane protein 178B(LOC102094107)
102097312	IMPA2	Columba livia	inositol monophosphatase 2(IMPA2)
102086349	FRA10AC1	Columba livia	fragile site, folic acid type, rare, fra(10)(q23.3) or fra(10)(q24.2) candidate 1(FRA10AC1)
102092864	NEO1	Columba livia	neogenin 1(NEO1)
102084619	CLIC4	Columba livia	chloride intracellular channel 4(CLIC4)
102086727	FAM49A	Columba livia	family with sequence similarity 49 member A(FAM49A)
102091738	THBS1	Columba livia	thrombospondin 1(THBS1)
102092050	LOC102092050	Columba livia	ubiquitin-conjugating enzyme E2 R2(LOC102092050)
102086740	BLOC1S5	Columba livia	biogenesis of lysosomal organelles complex 1 subunit 5(BLOC1S5)
102086742	TM6SF1	Columba livia	transmembrane 6 superfamily member 1(TM6SF1)
102087873	ASB13	Columba livia	ankyrin repeat and SOCS box containing 13(ASB13)
102083569	RECK	Columba livia	reversion inducing cysteine rich protein with kazal motifs(RECK)
102087871	ARL13B	Columba livia	ADP ribosylation factor like GTPase 13B(ARL13B)
102092057	ADD3	Columba livia	adducin 3(ADD3)
102092058	MEF2D	Columba livia	myocyte enhancer factor 2D(MEF2D)
103904063	NELFA	Aptenodytes forsteri	negative elongation factor complex member A(NELFA)
102092881	CHMP4C	Columba livia	charged multivesicular body protein 4C(CHMP4C)
102094125	CEP85L	Columba livia	centrosomal protein 85 like(CEP85L)
102094126	SCRN2	Columba livia	secernin 2(SCRN2)
102097302	MTMR10	Columba livia	myotubularin related protein 10(MTMR10)
102086338	CABIN1	Columba livia	calcineurin binding protein 1(CABIN1)
102094119	ARSK	Columba livia	arylsulfatase family member K(ARSK)
102092879	ZRANB2	Columba livia	zinc finger RANBP2-type containing 2(ZRANB2)
102097306	SUB1	Columba livia	SUB1 homolog, transcriptional regulator(SUB1)
102092878	GALNT3	Columba livia	polypeptide N-acetylgalactosaminyltransferase 3(GALNT3)
102091347	LARP7	Columba livia	La ribonucleoprotein domain family member 7(LARP7)
102086335	MAP3K9	Columba livia	mitogen-activated protein kinase kinase kinase 9(MAP3K9)
102086330	ALG12	Columba livia	ALG12, alpha-1,6-mannosyltransferase(ALG12)
102086332	NDST2	Columba livia	N-deacetylase and N-sulfotransferase 2(NDST2)
102086331	TPD52L2	Columba livia	tumor protein D52 like 2(TPD52L2)
102083571	PHF20L1	Columba livia	PHD finger protein 20-like 1(PHF20L1)
102088410	CCNH	Columba livia	cyclin H(CCNH)
103923001	CDV3	Pygoscelis adeliae	CDV3 homolog(CDV3)
105409793	DNAJC15	Aquila chrysaetos canadensis	DnaJ heat shock protein family (Hsp40) member C15(DNAJC15)
105412821	MAPK8	Aquila chrysaetos canadensis	mitogen-activated protein kinase 8(MAPK8)
102093569	MAST4	Columba livia	microtubule associated serine/threonine kinase family member 4(MAST4)
102092892	SGSM2	Columba livia	small G protein signaling modulator 2(SGSM2)
102086792	FGFR1OP	Columba livia	FGFR1 oncogene partner(FGFR1OP)
102096181	ETF1	Columba livia	eukaryotic translation termination factor 1(ETF1)
102085385	PANK1	Columba livia	pantothenate kinase 1(PANK1)
102094177	clstn3	Columba livia	calsyntenin 3(CLSTN3)
102086793	ARV1	Columba livia	ARV1 homolog, fatty acid homeostasis modulator(ARV1)
102096183	GLO1	Columba livia	glyoxalase I(GLO1)
102094176	LGMN	Columba livia	legumain(LGMN)
102092893	SPARC	Columba livia	secreted protein acidic and cysteine rich(SPARC)
102093570	MCC	Columba livia	mutated in colorectal cancers(MCC)
102087841	ANKRD10	Columba livia	ankyrin repeat domain 10(ANKRD10)
102085387	KIAA1191	Columba livia	KIAA1191 ortholog(KIAA1191)
102096189	DPP10	Columba livia	dipeptidyl peptidase like 10(DPP10)
102087844	NELL1	Columba livia	neural EGFL like 1(NELL1)
102094623	NPTN	Columba livia	neuroplastin(NPTN)
102094621	DCAF1	Columba livia	DDB1 and CUL4 associated factor 1(DCAF1)
102087446	RALY	Columba livia	RALY heterogeneous nuclear ribonucleoprotein(RALY)
102088424	MYO1C	Columba livia	myosin IC(MYO1C)
102088423	TSPAN7	Columba livia	tetraspanin 7(TSPAN7)
102093557	FUT8	Columba livia	fucosyltransferase 8(FUT8)
102093559	CAPZA2	Columba livia	capping actin protein of muscle Z-line alpha subunit 2(CAPZA2)
102096176	RPE	Columba livia	ribulose-5-phosphate-3-epimerase(RPE)
102093565	SLF1	Columba livia	SMC5-SMC6 complex localization factor 1(SLF1)
102093567	MAU2	Columba livia	MAU2 sister chromatid cohesion factor(MAU2)
102096171	LOC102096171	Columba livia	serine/threonine-protein phosphatase 4 regulatory subunit 1-like(LOC102096171)
102085397	LOC102085397	Columba livia	patatin-like phospholipase domain-containing protein 2(LOC102085397)
102087853	LRRC28	Columba livia	leucine rich repeat containing 28(LRRC28)
102087854	AK1	Columba livia	adenylate kinase 1(AK1)
102094180	CLN8	Columba livia	ceroid-lipofuscinosis, neuronal 8(CLN8)
102094181	PRKACB	Columba livia	protein kinase cAMP-activated catalytic subunit beta(PRKACB)
102094613	KCNC4	Columba livia	potassium voltage-gated channel subfamily C member 4(KCNC4)
102092495	MORF4L1	Columba livia	mortality factor 4 like 1(MORF4L1)
102092496	ATP1A1	Columba livia	ATPase Na+/K+ transporting subunit alpha 1(ATP1A1)
102098814	sorbs1	Columba livia	sorbin and SH3 domain containing 1(SORBS1)
102093547	ZNF326	Columba livia	zinc finger protein 326(ZNF326)
102087436	FNDC7	Columba livia	fibronectin type III domain containing 7(FNDC7)
102095297	PIK3CD	Columba livia	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta(PIK3CD)
102095296	ICA1	Columba livia	islet cell autoantigen 1(ICA1)
106034804	LOC106034804	Anser cygnoides domesticus	uncharacterized LOC106034804(LOC106034804)
102086770	ELMOD1	Columba livia	ELMO domain containing 1(ELMOD1)
102094157	LAMC1	Columba livia	laminin subunit gamma 1(LAMC1)
102094156	LOC102094156	Columba livia	chromosome unknown open reading frame, human C11orf57(LOC102094156)
102086772	FOXO1	Columba livia	forkhead box O1(FOXO1)
102093556	MGA	Columba livia	MGA, MAX dimerization protein(MGA)
102094159	MICU2	Columba livia	mitochondrial calcium uptake 2(MICU2)
102087824	MAP4K5	Columba livia	mitogen-activated protein kinase kinase kinase kinase 5(MAP4K5)
102085367	rnf25	Columba livia	ring finger protein 25(RNF25)
102085366	CRYBA2	Columba livia	crystallin beta A2(CRYBA2)
102094150	RABGGTB	Columba livia	Rab geranylgeranyltransferase beta subunit(RABGGTB)
102088400	EML4	Columba livia	echinoderm microtubule associated protein like 4(EML4)
105399071	CSNK1A1	Aquila chrysaetos canadensis	casein kinase 1 alpha 1(CSNK1A1)
102098823	INPP4A	Columba livia	inositol polyphosphate-4-phosphatase type I A(INPP4A)
102095281	AAGAB	Columba livia	alpha- and gamma-adaptin binding protein(AAGAB)
102088405	OSBPL10	Columba livia	oxysterol binding protein like 10(OSBPL10)
102098820	TAX1BP3	Columba livia	Tax1 binding protein 3(TAX1BP3)
102091302	CCDC53	Columba livia	coiled-coil domain containing 53(CCDC53)
102098819	XPO4	Columba livia	exportin 4(XPO4)
105411926	MAPT	Aquila chrysaetos canadensis	microtubule associated protein tau(MAPT)
102094169	PARD3B	Columba livia	par-3 family cell polarity regulator beta(PARD3B)
102098818	SLC30A9	Columba livia	solute carrier family 30 member 9(SLC30A9)
102092099	BMT2	Columba livia	base methyltransferase of 25S rRNA 2 homolog(BMT2)
102092090	BRCC3	Columba livia	BRCA1/BRCA2-containing complex subunit 3(BRCC3)
102094162	ABR	Columba livia	active BCR-related(ABR)
103620141	FAM65A	Corvus brachyrhynchos	family with sequence similarity 65 member A(FAM65A)
102094161	NUP88	Columba livia	nucleoporin 88(NUP88)
102087417	EYA1	Columba livia	EYA transcriptional coactivator and phosphatase 1(EYA1)
105403698	POLE3	Aquila chrysaetos canadensis	DNA polymerase epsilon 3, accessory subunit(POLE3)
102098835	UBE2H	Columba livia	ubiquitin conjugating enzyme E2 H(UBE2H)
106893180	ppp1cb	Calidris pugnax	protein phosphatase 1 catalytic subunit beta(PPP1CB)
102098834	LOC102098834	Columba livia	pre-mRNA-splicing factor CWC22 homolog(LOC102098834)
102095271	CCDC170	Columba livia	coiled-coil domain containing 170(CCDC170)
104070337	ACADSB	Fulmarus glacialis	acyl-CoA dehydrogenase, short/branched chain(ACADSB)
102094652	STRN3	Columba livia	striatin 3(STRN3)
102087802	DNAJC2	Columba livia	DnaJ heat shock protein family (Hsp40) member C2(DNAJC2)
108506594	LOC108506594	Lepidothrix coronata	desmocollin-2-like(LOC108506594)
102085348	LOC102085348	Columba livia	pyruvate kinase PKM(LOC102085348)
102098828	HNRNPH1	Columba livia	heterogeneous nuclear ribonucleoprotein H1 (H)(HNRNPH1)
102085341	LOC102085341	Columba livia	survival of motor neuron protein-like(LOC102085341)
102098841	MYO6	Columba livia	myosin VI(MYO6)
102095263	B9D1	Columba livia	B9 domain containing 1(B9D1)
102093518	EIF3D	Columba livia	eukaryotic translation initiation factor 3 subunit D(EIF3D)
102098840	ADSSL1	Columba livia	adenylosuccinate synthase like 1(ADSSL1)
102095261	GNAZ	Columba livia	G protein subunit alpha z(GNAZ)
102087403	RAB5A	Columba livia	RAB5A, member RAS oncogene family(RAB5A)
102095262	LOC102095262	Columba livia	MOB-like protein phocein(LOC102095262)
102087805	RPL5	Columba livia	ribosomal protein L5(RPL5)
102095268	UROS	Columba livia	uroporphyrinogen III synthase(UROS)
102091798	GRIA1	Columba livia	glutamate ionotropic receptor AMPA type subunit 1(GRIA1)
102087812	ARG2	Columba livia	arginase 2(ARG2)
102085358	PPA2	Columba livia	pyrophosphatase (inorganic) 2(PPA2)
102094657	BCR	Columba livia	BCR, RhoGEF and GTPase activating protein(BCR)
102098856	EFR3A	Columba livia	EFR3 homolog A(EFR3A)
103894882	LOC103894882	Aptenodytes forsteri	septin-2(LOC103894882)
102093509	LOC102093509	Columba livia	guanine nucleotide-binding protein G(q) subunit alpha(LOC102093509)
102095254	LANCL1	Columba livia	LanC like 1(LANCL1)
102095256	hectd1	Columba livia	HECT domain E3 ubiquitin protein ligase 1(HECTD1)
102094631	MIOS	Columba livia	meiosis regulator for oocyte development(MIOS)
102094192	PIGA	Columba livia	phosphatidylinositol glycan anchor biosynthesis class A(PIGA)
102085328	LYPLA1	Columba livia	lysophospholipase I(LYPLA1)
103912963	EIF2B2	Pygoscelis adeliae	eukaryotic translation initiation factor 2B subunit beta(EIF2B2)
102094199	DDX42	Columba livia	DEAD-box helicase 42(DDX42)
102093510	PPP1R8	Columba livia	protein phosphatase 1 regulatory subunit 8(PPP1R8)
102098849	LOC102098849	Columba livia	phosphatidylinositol-binding clathrin assembly protein(LOC102098849)
103904463	NR3C1	Aptenodytes forsteri	nuclear receptor subfamily 3 group C member 1(NR3C1)
102095246	LOC102095246	Columba livia	neural-cadherin(LOC102095246)
102098861	NUB1	Columba livia	negative regulator of ubiquitin like proteins 1(NUB1)
102095243	CORO1C	Columba livia	coronin 1C(CORO1C)
102095244	NR1D2	Columba livia	nuclear receptor subfamily 1 group D member 2(NR1D2)
102094645	UEVLD	Columba livia	UEV and lactate/malate dehyrogenase domains(UEVLD)
102095247	NSFL1C	Columba livia	NSFL1 cofactor(NSFL1C)
102094635	KDELR2	Columba livia	KDEL endoplasmic reticulum protein retention receptor 2(KDELR2)
105402618	LAMP2	Aquila chrysaetos canadensis	lysosomal associated membrane protein 2(LAMP2)
102096618	EPHB6	Columba livia	EPH receptor B6(EPHB6)
102096212	RAD51C	Columba livia	RAD51 paralog C(RAD51C)
102095851	SMG8	Columba livia	SMG8, nonsense mediated mRNA decay factor(SMG8)
102092437	GNG10	Columba livia	G protein subunit gamma 10(GNG10)
102097747	FAM20B	Columba livia	FAM20B, glycosaminoglycan xylosylkinase(FAM20B)
102092436	LOC102092436	Columba livia	GDNF-inducible zinc finger protein 1(LOC102092436)
102092435	DAB2IP	Columba livia	DAB2 interacting protein(DAB2IP)
102088988	THUMPD1	Columba livia	THUMP domain containing 1(THUMPD1)
103914746	PIAS1	Pygoscelis adeliae	protein inhibitor of activated STAT 1(PIAS1)
103901638	USP34	Aptenodytes forsteri	ubiquitin specific peptidase 34(USP34)
102088389	FAXC	Columba livia	failed axon connections homolog(FAXC)
102088386	ZFHX4	Columba livia	zinc finger homeobox 4(ZFHX4)
102095626	ACOT9	Columba livia	acyl-CoA thioesterase 9(ACOT9)
103904369	G3BP1	Aptenodytes forsteri	G3BP stress granule assembly factor 1(G3BP1)
102095625	RAPGEF6	Columba livia	Rap guanine nucleotide exchange factor 6(RAPGEF6)
102095627	ZFAND3	Columba livia	zinc finger AN1-type containing 3(ZFAND3)
102096623	ALDH1L2	Columba livia	aldehyde dehydrogenase 1 family member L2(ALDH1L2)
104313532	PPM1A	Haliaeetus albicilla	protein phosphatase, Mg2+/Mn2+ dependent 1A(PPM1A)
101877675	LOC101877675	Melopsittacus undulatus	glutaredoxin 5(LOC101877675)
105413007	CACNB2	Aquila chrysaetos canadensis	calcium voltage-gated channel auxiliary subunit beta 2(CACNB2)
103916980	USP32	Pygoscelis adeliae	ubiquitin specific peptidase 32(USP32)
102096220	NAPG	Columba livia	NSF attachment protein gamma(NAPG)
102096609	LONP2	Columba livia	lon peptidase 2, peroxisomal(LONP2)
102092426	KAT6A	Columba livia	lysine acetyltransferase 6A(KAT6A)
102092431	ACAP2	Columba livia	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2(ACAP2)
102097749	MYO1B	Columba livia	myosin IB(MYO1B)
102096219	SPTAN1	Columba livia	spectrin alpha, non-erythrocytic 1(SPTAN1)
103533213	LOC103533213	Calypte anna	transmembrane protein 110-like(LOC103533213)
102088373	PYGL	Columba livia	phosphorylase, glycogen, liver(PYGL)
102095614	ESRP1	Columba livia	epithelial splicing regulatory protein 1(ESRP1)
102097760	XRN1	Columba livia	5'-3' exoribonuclease 1(XRN1)
102096232	NOL4L	Columba livia	nucleolar protein 4 like(NOL4L)
102095612	TMEM38B	Columba livia	transmembrane protein 38B(TMEM38B)
102096638	SRSF3	Columba livia	serine and arginine rich splicing factor 3(SRSF3)
102090100	ATP6AP2	Columba livia	ATPase H+ transporting accessory protein 2(ATP6AP2)
102095874	ZSWIM6	Columba livia	zinc finger SWIM-type containing 6(ZSWIM6)
102092413	TGFBI	Columba livia	transforming growth factor beta induced(TGFBI)
102095870	LOC102095870	Columba livia	RING finger protein 151(LOC102095870)
102092419	MGEA5	Columba livia	meningioma expressed antigen 5 (hyaluronidase)(MGEA5)
102088964	RIF1	Columba livia	replication timing regulatory factor 1(RIF1)
102097763	SLC38A6	Columba livia	solute carrier family 38 member 6(SLC38A6)
102087384	NCOA5	Columba livia	nuclear receptor coactivator 5(NCOA5)
104831727	ATP6V1A	Haliaeetus leucocephalus	ATPase H+ transporting V1 subunit A(ATP6V1A)
102095868	fktn	Columba livia	fukutin(FKTN)
102095867	UBR3	Columba livia	ubiquitin protein ligase E3 component n-recognin 3 (putative)(UBR3)
102087386	TTC17	Columba livia	tetratricopeptide repeat domain 17(TTC17)
102088361	LMO4	Columba livia	LIM domain only 4(LMO4)
102089495	SOS2	Columba livia	SOS Ras/Rho guanine nucleotide exchange factor 2(SOS2)
102087385	LOC102087385	Columba livia	mitochondrial amidoxime reducing component 2(LOC102087385)
102096644	CIT	Columba livia	citron rho-interacting serine/threonine kinase(CIT)
102096640	LOC102096640	Columba livia	patatin-like phospholipase domain-containing protein 7(LOC102096640)
102096641	DOCK3	Columba livia	dedicator of cytokinesis 3(DOCK3)
102088950	ABCB7	Columba livia	ATP binding cassette subfamily B member 7(ABCB7)
102097778	DNAH11	Columba livia	dynein axonemal heavy chain 11(DNAH11)
102097773	CDIP1	Columba livia	cell death inducing p53 target 1(CDIP1)
102096245	FNIP1	Columba livia	folliculin interacting protein 1(FNIP1)
104011512	ADSS	Nipponia nippon	adenylosuccinate synthase(ADSS)
102097776	bbx	Columba livia	BBX, HMG-box containing(BBX)
102087393	TMEM248	Columba livia	transmembrane protein 248(TMEM248)
102094673	GOPC	Columba livia	golgi associated PDZ and coiled-coil motif containing(GOPC)
102095857	BCHE	Columba livia	butyrylcholinesterase(BCHE)
105402223	OGDHL	Aquila chrysaetos canadensis	oxoglutarate dehydrogenase-like(OGDHL)
104312078	RPRD1A	Haliaeetus albicilla	regulation of nuclear pre-mRNA domain containing 1A(RPRD1A)
101800496	MAF	Anas platyrhynchos	MAF bZIP transcription factor(MAF)
105410020	LOC105410020	Aquila chrysaetos canadensis	uncharacterized LOC105410020(LOC105410020)
102093976	CPD	Columba livia	carboxypeptidase D(CPD)
102095811	STX16	Columba livia	syntaxin 16(STX16)
102096664	AP3M1	Columba livia	adaptor related protein complex 3 mu 1 subunit(AP3M1)
102087368	SPOCK2	Columba livia	SPARC/osteonectin, cwcv and kazal like domains proteoglycan 2(SPOCK2)
102090594	SLK	Columba livia	STE20 like kinase(SLK)
102090597	STAU2	Columba livia	staufen double-stranded RNA binding protein 2(STAU2)
102090596	FAM120A	Columba livia	family with sequence similarity 120A(FAM120A)
102095806	RIMS4	Columba livia	regulating synaptic membrane exocytosis 4(RIMS4)
102090592	FBXO11	Columba livia	F-box protein 11(FBXO11)
102093989	SREK1	Columba livia	splicing regulatory glutamic acid and lysine rich protein 1(SREK1)
102096267	SCN3B	Columba livia	sodium voltage-gated channel beta subunit 3(SCN3B)
102092469	PDPK1	Columba livia	3-phosphoinositide dependent protein kinase 1(PDPK1)
103919077	SSR1	Pygoscelis adeliae	signal sequence receptor subunit 1(SSR1)
102096658	GRK3	Columba livia	G protein-coupled receptor kinase 3(GRK3)
102087379	LOC102087379	Columba livia	tubulin alpha-5 chain(LOC102087379)
102097704	STK38L	Columba livia	serine/threonine kinase 38 like(STK38L)
102097705	BCL10	Columba livia	B-cell CLL/lymphoma 10(BCL10)
102092477	BAG2	Columba livia	BCL2 associated athanogene 2(BAG2)
102097709	FAM208A	Columba livia	family with sequence similarity 208 member A(FAM208A)
102093994	FAM91A1	Columba livia	family with sequence similarity 91 member A1(FAM91A1)
102093995	AKAP12	Columba livia	A-kinase anchoring protein 12(AKAP12)
102095831	dnmbp	Columba livia	dynamin binding protein(DNMBP)
102093581	RPS12	Columba livia	ribosomal protein S12(RPS12)
102095830	TSSC1	Columba livia	tumor suppressing subtransferable candidate 1(TSSC1)
102085299	LHX3	Columba livia	LIM homeobox 3(LHX3)
102097722	BSN	Columba livia	bassoon presynaptic cytomatrix protein(BSN)
102093588	TRIM37	Columba livia	tripartite motif containing 37(TRIM37)
102096276	SMIM13	Columba livia	small integral membrane protein 13(SMIM13)
