From	To	Species	Gene Name
102086359	TTC3	Columba livia	tetratricopeptide repeat domain 3(TTC3)
102089514	URB1	Columba livia	URB1 ribosome biogenesis 1 homolog (S. cerevisiae)(URB1)
104836991	LOC104836991	Haliaeetus leucocephalus	chromosome unknown open reading frame, human C8orf59(LOC104836991)
104840331	PRDX6	Haliaeetus leucocephalus	peroxiredoxin 6(PRDX6)
102086351	PWP1	Columba livia	PWP1 homolog, endonuclein(PWP1)
102086354	ZNF652	Columba livia	zinc finger protein 652(ZNF652)
102091745	PDPR	Columba livia	pyruvate dehydrogenase phosphatase regulatory subunit(PDPR)
102083564	ST3GAL4	Columba livia	ST3 beta-galactoside alpha-2,3-sialyltransferase 4(ST3GAL4)
102097312	IMPA2	Columba livia	inositol monophosphatase 2(IMPA2)
102086349	FRA10AC1	Columba livia	fragile site, folic acid type, rare, fra(10)(q23.3) or fra(10)(q24.2) candidate 1(FRA10AC1)
102086347	PPP1R42	Columba livia	protein phosphatase 1 regulatory subunit 42(PPP1R42)
102097318	ASTN2	Columba livia	astrotactin 2(ASTN2)
102091738	THBS1	Columba livia	thrombospondin 1(THBS1)
102083569	RECK	Columba livia	reversion inducing cysteine rich protein with kazal motifs(RECK)
102086338	CABIN1	Columba livia	calcineurin binding protein 1(CABIN1)
102097302	MTMR10	Columba livia	myotubularin related protein 10(MTMR10)
102097300	PRICKLE2	Columba livia	prickle planar cell polarity protein 2(PRICKLE2)
102097301	FTH1	Columba livia	ferritin heavy chain 1(FTH1)
102097306	SUB1	Columba livia	SUB1 homolog, transcriptional regulator(SUB1)
102086336	CRLF3	Columba livia	cytokine receptor like factor 3(CRLF3)
102086335	MAP3K9	Columba livia	mitogen-activated protein kinase kinase kinase 9(MAP3K9)
102086330	ALG12	Columba livia	ALG12, alpha-1,6-mannosyltransferase(ALG12)
102086332	NDST2	Columba livia	N-deacetylase and N-sulfotransferase 2(NDST2)
102086331	TPD52L2	Columba livia	tumor protein D52 like 2(TPD52L2)
102083571	PHF20L1	Columba livia	PHD finger protein 20-like 1(PHF20L1)
102087450	PRR14L	Columba livia	proline rich 14 like(PRR14L)
102088411	sbno1	Columba livia	strawberry notch homolog 1(SBNO1)
102088410	CCNH	Columba livia	cyclin H(CCNH)
102087452	WAC	Columba livia	WW domain containing adaptor with coiled-coil(WAC)
103923001	CDV3	Pygoscelis adeliae	CDV3 homolog(CDV3)
102087457	ACAD11	Columba livia	acyl-CoA dehydrogenase family member 11(ACAD11)
102088418	NAA15	Columba livia	N(alpha)-acetyltransferase 15, NatA auxiliary subunit(NAA15)
105409793	DNAJC15	Aquila chrysaetos canadensis	DnaJ heat shock protein family (Hsp40) member C15(DNAJC15)
105412821	MAPK8	Aquila chrysaetos canadensis	mitogen-activated protein kinase 8(MAPK8)
102088412	mbd5	Columba livia	methyl-CpG binding domain protein 5(MBD5)
102094607	SLC2A12	Columba livia	solute carrier family 2 member 12(SLC2A12)
102094602	ZXDC	Columba livia	ZXD family zinc finger C(ZXDC)
102094605	CHKA	Columba livia	choline kinase alpha(CHKA)
102094623	NPTN	Columba livia	neuroplastin(NPTN)
102088422	USP46	Columba livia	ubiquitin specific peptidase 46(USP46)
102094621	DCAF1	Columba livia	DDB1 and CUL4 associated factor 1(DCAF1)
102087446	RALY	Columba livia	RALY heterogeneous nuclear ribonucleoprotein(RALY)
102088424	MYO1C	Columba livia	myosin IC(MYO1C)
102088423	TSPAN7	Columba livia	tetraspanin 7(TSPAN7)
102094613	KCNC4	Columba livia	potassium voltage-gated channel subfamily C member 4(KCNC4)
102092497	TTC39C	Columba livia	tetratricopeptide repeat domain 39C(TTC39C)
102092495	MORF4L1	Columba livia	mortality factor 4 like 1(MORF4L1)
102092496	ATP1A1	Columba livia	ATPase Na+/K+ transporting subunit alpha 1(ATP1A1)
102087439	DGAT2	Columba livia	diacylglycerol O-acyltransferase 2(DGAT2)
102098814	sorbs1	Columba livia	sorbin and SH3 domain containing 1(SORBS1)
102087438	DDX54	Columba livia	DEAD-box helicase 54(DDX54)
102087437	TMCO1	Columba livia	transmembrane and coiled-coil domains 1(TMCO1)
102087434	ANTXRL	Columba livia	anthrax toxin receptor-like(ANTXRL)
102095297	PIK3CD	Columba livia	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta(PIK3CD)
102095296	ICA1	Columba livia	islet cell autoantigen 1(ICA1)
102095288	SH3BP4	Columba livia	SH3 domain binding protein 4(SH3BP4)
105403273	WIPI2	Aquila chrysaetos canadensis	WD repeat domain, phosphoinositide interacting 2(WIPI2)
102094600	MAP1B	Columba livia	microtubule associated protein 1B(MAP1B)
102088400	EML4	Columba livia	echinoderm microtubule associated protein like 4(EML4)
102088402	MRRF	Columba livia	mitochondrial ribosome recycling factor(MRRF)
105399071	CSNK1A1	Aquila chrysaetos canadensis	casein kinase 1 alpha 1(CSNK1A1)
102095281	AAGAB	Columba livia	alpha- and gamma-adaptin binding protein(AAGAB)
102098823	INPP4A	Columba livia	inositol polyphosphate-4-phosphatase type I A(INPP4A)
102088405	OSBPL10	Columba livia	oxysterol binding protein like 10(OSBPL10)
102098820	TAX1BP3	Columba livia	Tax1 binding protein 3(TAX1BP3)
102098819	XPO4	Columba livia	exportin 4(XPO4)
102098818	SLC30A9	Columba livia	solute carrier family 30 member 9(SLC30A9)
102098817	HMBS	Columba livia	hydroxymethylbilane synthase(HMBS)
103620141	FAM65A	Corvus brachyrhynchos	family with sequence similarity 65 member A(FAM65A)
102095272	PTP4A3	Columba livia	protein tyrosine phosphatase type IVA, member 3(PTP4A3)
102098831	EIF2S3	Columba livia	eukaryotic translation initiation factor 2 subunit gamma(EIF2S3)
102087411	ASPSCR1	Columba livia	ASPSCR1, UBX domain containing tether for SLC2A4(ASPSCR1)
102095274	INVS	Columba livia	inversin(INVS)
102087417	EYA1	Columba livia	EYA transcriptional coactivator and phosphatase 1(EYA1)
102098836	PEMT	Columba livia	phosphatidylethanolamine N-methyltransferase(PEMT)
102098835	UBE2H	Columba livia	ubiquitin conjugating enzyme E2 H(UBE2H)
106893180	ppp1cb	Calidris pugnax	protein phosphatase 1 catalytic subunit beta(PPP1CB)
102098834	LOC102098834	Columba livia	pre-mRNA-splicing factor CWC22 homolog(LOC102098834)
102095271	CCDC170	Columba livia	coiled-coil domain containing 170(CCDC170)
102094652	STRN3	Columba livia	striatin 3(STRN3)
102094647	MYRIP	Columba livia	myosin VIIA and Rab interacting protein(MYRIP)
102098828	HNRNPH1	Columba livia	heterogeneous nuclear ribonucleoprotein H1 (H)(HNRNPH1)
102087409	TCP1	Columba livia	t-complex 1(TCP1)
102095263	B9D1	Columba livia	B9 domain containing 1(B9D1)
102098841	MYO6	Columba livia	myosin VI(MYO6)
102098840	ADSSL1	Columba livia	adenylosuccinate synthase like 1(ADSSL1)
102095262	LOC102095262	Columba livia	MOB-like protein phocein(LOC102095262)
102098845	SERAC1	Columba livia	serine active site containing 1(SERAC1)
102095268	UROS	Columba livia	uroporphyrinogen III synthase(UROS)
102091799	LOC102091799	Columba livia	protocadherin gamma-C3-like(LOC102091799)
102091798	GRIA1	Columba livia	glutamate ionotropic receptor AMPA type subunit 1(GRIA1)
102091797	MRPS23	Columba livia	mitochondrial ribosomal protein S23(MRPS23)
102094657	BCR	Columba livia	BCR, RhoGEF and GTPase activating protein(BCR)
102094658	SLCO3A1	Columba livia	solute carrier organic anion transporter family member 3A1(SLCO3A1)
102098857	RAB11FIP1	Columba livia	RAB11 family interacting protein 1(RAB11FIP1)
102098856	EFR3A	Columba livia	EFR3 homolog A(EFR3A)
103894882	LOC103894882	Aptenodytes forsteri	septin-2(LOC103894882)
102098855	PAK5	Columba livia	p21 (RAC1) activated kinase 5(PAK5)
102095252	MTIF3	Columba livia	mitochondrial translational initiation factor 3(MTIF3)
102095254	LANCL1	Columba livia	LanC like 1(LANCL1)
102095256	hectd1	Columba livia	HECT domain E3 ubiquitin protein ligase 1(HECTD1)
102094631	MIOS	Columba livia	meiosis regulator for oocyte development(MIOS)
103912963	EIF2B2	Pygoscelis adeliae	eukaryotic translation initiation factor 2B subunit beta(EIF2B2)
102098849	LOC102098849	Columba livia	phosphatidylinositol-binding clathrin assembly protein(LOC102098849)
102098863	PCYT1A	Columba livia	phosphate cytidylyltransferase 1, choline, alpha(PCYT1A)
102096602	MKRN2	Columba livia	makorin ring finger protein 2(MKRN2)
102095246	LOC102095246	Columba livia	neural-cadherin(LOC102095246)
102095243	CORO1C	Columba livia	coronin 1C(CORO1C)
102098861	NUB1	Columba livia	negative regulator of ubiquitin like proteins 1(NUB1)
102095244	NR1D2	Columba livia	nuclear receptor subfamily 1 group D member 2(NR1D2)
102094645	UEVLD	Columba livia	UEV and lactate/malate dehyrogenase domains(UEVLD)
102094635	KDELR2	Columba livia	KDEL endoplasmic reticulum protein retention receptor 2(KDELR2)
102096618	EPHB6	Columba livia	EPH receptor B6(EPHB6)
102092436	LOC102092436	Columba livia	GDNF-inducible zinc finger protein 1(LOC102092436)
102092435	DAB2IP	Columba livia	DAB2 interacting protein(DAB2IP)
102092440	CASZ1	Columba livia	castor zinc finger 1(CASZ1)
102088389	FAXC	Columba livia	failed axon connections homolog(FAXC)
102088386	ZFHX4	Columba livia	zinc finger homeobox 4(ZFHX4)
103904369	G3BP1	Aptenodytes forsteri	G3BP stress granule assembly factor 1(G3BP1)
102096623	ALDH1L2	Columba livia	aldehyde dehydrogenase 1 family member L2(ALDH1L2)
102096625	SERHL2	Columba livia	serine hydrolase-like 2(SERHL2)
101877675	LOC101877675	Melopsittacus undulatus	glutaredoxin 5(LOC101877675)
102096609	LONP2	Columba livia	lon peptidase 2, peroxisomal(LONP2)
102092431	ACAP2	Columba livia	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2(ACAP2)
102088373	PYGL	Columba livia	phosphorylase, glycogen, liver(PYGL)
102088376	COL4A3BP	Columba livia	collagen type IV alpha 3 binding protein(COL4A3BP)
102088378	ARID4A	Columba livia	AT-rich interaction domain 4A(ARID4A)
102094690	NDFIP1	Columba livia	Nedd4 family interacting protein 1(NDFIP1)
102096638	SRSF3	Columba livia	serine and arginine rich splicing factor 3(SRSF3)
102090100	ATP6AP2	Columba livia	ATPase H+ transporting accessory protein 2(ATP6AP2)
102092413	TGFBI	Columba livia	transforming growth factor beta induced(TGFBI)
102092419	MGEA5	Columba livia	meningioma expressed antigen 5 (hyaluronidase)(MGEA5)
102087384	NCOA5	Columba livia	nuclear receptor coactivator 5(NCOA5)
102087382	BAALC	Columba livia	brain and acute leukemia, cytoplasmic(BAALC)
102094688	BTF3	Columba livia	basic transcription factor 3(BTF3)
104831727	ATP6V1A	Haliaeetus leucocephalus	ATPase H+ transporting V1 subunit A(ATP6V1A)
102087386	TTC17	Columba livia	tetratricopeptide repeat domain 17(TTC17)
102088361	LMO4	Columba livia	LIM domain only 4(LMO4)
102089495	SOS2	Columba livia	SOS Ras/Rho guanine nucleotide exchange factor 2(SOS2)
102087385	LOC102087385	Columba livia	mitochondrial amidoxime reducing component 2(LOC102087385)
102088360	CHPF	Columba livia	chondroitin polymerizing factor(CHPF)
102096644	CIT	Columba livia	citron rho-interacting serine/threonine kinase(CIT)
102096640	LOC102096640	Columba livia	patatin-like phospholipase domain-containing protein 7(LOC102096640)
102096641	DOCK3	Columba livia	dedicator of cytokinesis 3(DOCK3)
105402213	DYDC1	Aquila chrysaetos canadensis	DPY30 domain containing 1(DYDC1)
102096629	FMN2	Columba livia	formin 2(FMN2)
102083809	POLR2D	Columba livia	RNA polymerase II subunit D(POLR2D)
102092409	ANOS1	Columba livia	anosmin 1(ANOS1)
102094669	SH3YL1	Columba livia	SH3 and SYLF domain containing 1(SH3YL1)
102092408	G2E3	Columba livia	G2/M-phase specific E3 ubiquitin protein ligase(G2E3)
102087391	QDPR	Columba livia	quinoid dihydropteridine reductase(QDPR)
104011512	ADSS	Nipponia nippon	adenylosuccinate synthase(ADSS)
102087393	TMEM248	Columba livia	transmembrane protein 248(TMEM248)
102089486	KATNBL1	Columba livia	katanin regulatory subunit B1 like 1(KATNBL1)
102094676	ASB1	Columba livia	ankyrin repeat and SOCS box containing 1(ASB1)
102094673	GOPC	Columba livia	golgi associated PDZ and coiled-coil motif containing(GOPC)
102087399	FAS	Columba livia	Fas cell surface death receptor(FAS)
102094671	LOC102094671	Columba livia	L-lactate dehydrogenase B chain-like(LOC102094671)
102089482	FBXL4	Columba livia	F-box and leucine rich repeat protein 4(FBXL4)
105402223	OGDHL	Aquila chrysaetos canadensis	oxoglutarate dehydrogenase-like(OGDHL)
101800496	MAF	Anas platyrhynchos	MAF bZIP transcription factor(MAF)
102093976	CPD	Columba livia	carboxypeptidase D(CPD)
102093975	DHX33	Columba livia	DEAH-box helicase 33(DHX33)
102093085	DCAF12	Columba livia	DDB1 and CUL4 associated factor 12(DCAF12)
102084204	AGL	Columba livia	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase(AGL)
102084205	IPO7	Columba livia	importin 7(IPO7)
102096664	AP3M1	Columba livia	adaptor related protein complex 3 mu 1 subunit(AP3M1)
102084206	PRELID3B	Columba livia	PRELI domain containing 3B(PRELID3B)
102096667	TNR	Columba livia	tenascin R(TNR)
102087368	SPOCK2	Columba livia	SPARC/osteonectin, cwcv and kazal like domains proteoglycan 2(SPOCK2)
102096668	SGCB	Columba livia	sarcoglycan beta(SGCB)
102092489	DMXL2	Columba livia	Dmx like 2(DMXL2)
102092487	MTF1	Columba livia	metal regulatory transcription factor 1(MTF1)
102087364	RANBP10	Columba livia	RAN binding protein 10(RANBP10)
102093989	SREK1	Columba livia	splicing regulatory glutamic acid and lysine rich protein 1(SREK1)
102093988	KBTBD8	Columba livia	kelch repeat and BTB domain containing 8(KBTBD8)
102092469	PDPK1	Columba livia	3-phosphoinositide dependent protein kinase 1(PDPK1)
102088336	ACAA1	Columba livia	acetyl-CoA acyltransferase 1(ACAA1)
102096658	GRK3	Columba livia	G protein-coupled receptor kinase 3(GRK3)
102087379	LOC102087379	Columba livia	tubulin alpha-5 chain(LOC102087379)
105399608	ZNF644	Aquila chrysaetos canadensis	zinc finger protein 644(ZNF644)
102092477	BAG2	Columba livia	BCL2 associated athanogene 2(BAG2)
102092472	DDX24	Columba livia	DEAD-box helicase 24(DDX24)
102092471	intu	Columba livia	inturned planar cell polarity protein(INTU)
102087371	ZBTB48	Columba livia	zinc finger and BTB domain containing 48(ZBTB48)
102093994	FAM91A1	Columba livia	family with sequence similarity 91 member A1(FAM91A1)
102088333	SLC38A10	Columba livia	solute carrier family 38 member 10(SLC38A10)
102093995	AKAP12	Columba livia	A-kinase anchoring protein 12(AKAP12)
102088334	SFXN2	Columba livia	sideroflexin 2(SFXN2)
104835846	PPHLN1	Haliaeetus leucocephalus	periphilin 1(PPHLN1)
102087347	KPNA4	Columba livia	karyopherin subunit alpha 4(KPNA4)
102093196	CCND2	Columba livia	cyclin D2(CCND2)
102096688	MURC	Columba livia	muscle related coiled-coil protein(MURC)
102088329	FAM184A	Columba livia	family with sequence similarity 184 member A(FAM184A)
102084228	PACSIN2	Columba livia	protein kinase C and casein kinase substrate in neurons 2(PACSIN2)
102096681	LOC102096681	Columba livia	CAP-Gly domain-containing linker protein 1(LOC102096681)
102087340	TELO2	Columba livia	telomere maintenance 2(TELO2)
104843136	FKBP14	Haliaeetus leucocephalus	FK506 binding protein 14(FKBP14)
102092461	EXOC7	Columba livia	exocyst complex component 7(EXOC7)
102093065	CDK8	Columba livia	cyclin dependent kinase 8(CDK8)
102096683	ITPR2	Columba livia	inositol 1,4,5-trisphosphate receptor type 2(ITPR2)
102087342	ST6GAL2	Columba livia	ST6 beta-galactoside alpha-2,6-sialyltransferase 2(ST6GAL2)
102093182	LOC102093182	Columba livia	tubulin alpha-4 chain(LOC102093182)
102096679	CEP57	Columba livia	centrosomal protein 57(CEP57)
102084213	TOM1	Columba livia	target of myb1 membrane trafficking protein(TOM1)
102096678	TMX3	Columba livia	thioredoxin related transmembrane protein 3(TMX3)
102084211	NUDT15	Columba livia	nudix hydrolase 15(NUDT15)
102088314	IFT43	Columba livia	intraflagellar transport 43(IFT43)
102084214	RUFY1	Columba livia	RUN and FYVE domain containing 1(RUFY1)
102093076	AP1G1	Columba livia	adaptor related protein complex 1 gamma 1 subunit(AP1G1)
102088310	WDR1	Columba livia	WD repeat domain 1(WDR1)
102093077	GOT2	Columba livia	glutamic-oxaloacetic transaminase 2(GOT2)
102087350	NUAK1	Columba livia	NUAK family kinase 1(NUAK1)
102096670	PCDH17	Columba livia	protocadherin 17(PCDH17)
102087351	TRDMT1	Columba livia	tRNA aspartic acid methyltransferase 1(TRDMT1)
102087352	MFSD13A	Columba livia	major facilitator superfamily domain containing 13A(MFSD13A)
102092453	GPRIN2	Columba livia	G protein regulated inducer of neurite outgrowth 2(GPRIN2)
102093187	UBL3	Columba livia	ubiquitin like 3(UBL3)
102092456	UBE3C	Columba livia	ubiquitin protein ligase E3C(UBE3C)
102087355	CTDSPL	Columba livia	CTD small phosphatase like(CTDSPL)
102084241	RGS9	Columba livia	regulator of G-protein signaling 9(RGS9)
102085770	EIF2D	Columba livia	eukaryotic translation initiation factor 2D(EIF2D)
102090908	UBAP1	Columba livia	ubiquitin associated protein 1(UBAP1)
102093049	PTK2	Columba livia	protein tyrosine kinase 2(PTK2)
102090906	EPM2A	Columba livia	epilepsy, progressive myoclonus type 2A, Lafora disease (laforin)(EPM2A)
102086273	LRP8	Columba livia	LDL receptor related protein 8(LRP8)
102093046	GDPD1	Columba livia	glycerophosphodiester phosphodiesterase domain containing 1(GDPD1)
102090904	TRHR	Columba livia	thyrotropin releasing hormone receptor(TRHR)
102089437	CIPC	Columba livia	CLOCK interacting pacemaker(CIPC)
102083865	TJP1	Columba livia	tight junction protein 1(TJP1)
102089438	CREG1	Columba livia	cellular repressor of E1A stimulated genes 1(CREG1)
102090901	LOC102090901	Columba livia	proactivator polypeptide(LOC102090901)
102093041	GLCE	Columba livia	glucuronic acid epimerase(GLCE)
102083505	BACH1	Columba livia	BTB domain and CNC homolog 1(BACH1)
105402274	TMEM254	Aquila chrysaetos canadensis	transmembrane protein 254(TMEM254)
102083504	LOC102083504	Columba livia	uncharacterized LOC102083504(LOC102083504)
102083858	smim4	Columba livia	small integral membrane protein 4(SMIM4)
102090161	NDUFAF4	Columba livia	NADH:ubiquinone oxidoreductase complex assembly factor 4(NDUFAF4)
102090160	HINFP	Columba livia	histone H4 transcription factor(HINFP)
102093934	MFF	Columba livia	mitochondrial fission factor(MFF)
102085760	HINT3	Columba livia	histidine triad nucleotide binding protein 3(HINT3)
102086286	U2AF1	Columba livia	U2 small nuclear RNA auxiliary factor 1(U2AF1)
102086287	ZZEF1	Columba livia	zinc finger ZZ-type and EF-hand domain containing 1(ZZEF1)
102096690	MAP7	Columba livia	microtubule associated protein 7(MAP7)
102096691	AK9	Columba livia	adenylate kinase 9(AK9)
102093056	SCN1A	Columba livia	sodium voltage-gated channel alpha subunit 1(SCN1A)
102093951	RPH3AL	Columba livia	rabphilin 3A-like (without C2 domains)(RPH3AL)
102096692	LOC102096692	Columba livia	lethal(3)malignant brain tumor-like protein 4(LOC102096692)
102093950	SLC31A1	Columba livia	solute carrier family 31 member 1(SLC31A1)
102089422	TTC21B	Columba livia	tetratricopeptide repeat domain 21B(TTC21B)
102089423	NR5A2	Columba livia	nuclear receptor subfamily 5 group A member 2(NR5A2)
102090916	SS18	Columba livia	SS18, nBAF chromatin remodeling complex subunit(SS18)
102085767	Tmem35b	Columba livia	transmembrane protein 35B(TMEM35B)
102083873	OTOGL	Columba livia	otogelin like(OTOGL)
105401960	KIAA1147	Aquila chrysaetos canadensis	KIAA1147 ortholog(KIAA1147)
102084239	CFLAR	Columba livia	CASP8 and FADD like apoptosis regulator(CFLAR)
102083875	BPTF	Columba livia	bromodomain PHD finger transcription factor(BPTF)
102093050	RAPGEF1	Columba livia	Rap guanine nucleotide exchange factor 1(RAPGEF1)
102096698	NAV2	Columba livia	neuron navigator 2(NAV2)
102089427	CASP3	Columba livia	caspase 3(CASP3)
102084232	QKI	Columba livia	QKI, KH domain containing RNA binding(QKI)
102084234	LOC102084234	Columba livia	actin-related protein 3(LOC102084234)
102090156	SGIP1	Columba livia	SH3 domain GRB2 like endophilin interacting protein 1(SGIP1)
102091805	SNX4	Columba livia	sorting nexin 4(SNX4)
102091807	ABCC4	Columba livia	ATP binding cassette subfamily C member 4(ABCC4)
102083869	KIAA1324L	Columba livia	KIAA1324 like(KIAA1324L)
102093947	PECR	Columba livia	peroxisomal trans-2-enoyl-CoA reductase(PECR)
102093961	MIB1	Columba livia	mindbomb E3 ubiquitin protein ligase 1(MIB1)
102093157	LOXL1	Columba livia	lysyl oxidase like 1(LOXL1)
102093960	UBE3B	Columba livia	ubiquitin protein ligase E3B(UBE3B)
102089410	ARRDC4	Columba livia	arrestin domain containing 4(ARRDC4)
102093154	SNAP47	Columba livia	synaptosome associated protein 47(SNAP47)
102093026	TTC14	Columba livia	tetratricopeptide repeat domain 14(TTC14)
102084264	CPNE3	Columba livia	copine 3(CPNE3)
102093153	NCEH1	Columba livia	neutral cholesterol ester hydrolase 1(NCEH1)
102086255	MED10	Columba livia	mediator complex subunit 10(MED10)
102093027	LOC102093027	Columba livia	tubulin beta-1 chain(LOC102093027)
102084261	LOC102084261	Columba livia	probable hydrolase PNKD(LOC102084261)
103916520	KLF12	Pygoscelis adeliae	Kruppel like factor 12(KLF12)
105407653	JMJD6	Aquila chrysaetos canadensis	arginine demethylase and lysine hydroxylase(JMJD6)
102089419	DGCR8	Columba livia	DGCR8, microprocessor complex subunit(DGCR8)
102086259	NDRG3	Columba livia	NDRG family member 3(NDRG3)
102085795	LOC102085795	Columba livia	rho GTPase-activating protein 24(LOC102085795)
102084266	CLGN	Columba livia	calmegin(CLGN)
102093151	CHMP2B	Columba livia	charged multivesicular body protein 2B(CHMP2B)
102083530	OSGIN2	Columba livia	oxidative stress induced growth inhibitor family member 2(OSGIN2)
