From	To	Species	Gene Name
102083569	RECK	Columba livia	reversion inducing cysteine rich protein with kazal motifs(RECK)
102092058	MEF2D	Columba livia	myocyte enhancer factor 2D(MEF2D)
103904063	NELFA	Aptenodytes forsteri	negative elongation factor complex member A(NELFA)
102092881	CHMP4C	Columba livia	charged multivesicular body protein 4C(CHMP4C)
102094125	CEP85L	Columba livia	centrosomal protein 85 like(CEP85L)
102097302	MTMR10	Columba livia	myotubularin related protein 10(MTMR10)
102086338	CABIN1	Columba livia	calcineurin binding protein 1(CABIN1)
102097300	PRICKLE2	Columba livia	prickle planar cell polarity protein 2(PRICKLE2)
102092879	ZRANB2	Columba livia	zinc finger RANBP2-type containing 2(ZRANB2)
102097306	SUB1	Columba livia	SUB1 homolog, transcriptional regulator(SUB1)
102092878	GALNT3	Columba livia	polypeptide N-acetylgalactosaminyltransferase 3(GALNT3)
102091347	LARP7	Columba livia	La ribonucleoprotein domain family member 7(LARP7)
102086330	ALG12	Columba livia	ALG12, alpha-1,6-mannosyltransferase(ALG12)
102086332	NDST2	Columba livia	N-deacetylase and N-sulfotransferase 2(NDST2)
102086331	TPD52L2	Columba livia	tumor protein D52 like 2(TPD52L2)
102083571	PHF20L1	Columba livia	PHD finger protein 20-like 1(PHF20L1)
102087450	PRR14L	Columba livia	proline rich 14 like(PRR14L)
102088410	CCNH	Columba livia	cyclin H(CCNH)
103923001	CDV3	Pygoscelis adeliae	CDV3 homolog(CDV3)
105409793	DNAJC15	Aquila chrysaetos canadensis	DnaJ heat shock protein family (Hsp40) member C15(DNAJC15)
105412821	MAPK8	Aquila chrysaetos canadensis	mitogen-activated protein kinase 8(MAPK8)
102093568	COG7	Columba livia	component of oligomeric golgi complex 7(COG7)
102092892	SGSM2	Columba livia	small G protein signaling modulator 2(SGSM2)
102086792	FGFR1OP	Columba livia	FGFR1 oncogene partner(FGFR1OP)
102085386	AKAP1	Columba livia	A-kinase anchoring protein 1(AKAP1)
102096181	ETF1	Columba livia	eukaryotic translation termination factor 1(ETF1)
102085385	PANK1	Columba livia	pantothenate kinase 1(PANK1)
102094177	clstn3	Columba livia	calsyntenin 3(CLSTN3)
102086793	ARV1	Columba livia	ARV1 homolog, fatty acid homeostasis modulator(ARV1)
102096183	GLO1	Columba livia	glyoxalase I(GLO1)
102094176	LGMN	Columba livia	legumain(LGMN)
102093572	ELOVL5	Columba livia	ELOVL fatty acid elongase 5(ELOVL5)
102092893	SPARC	Columba livia	secreted protein acidic and cysteine rich(SPARC)
102085383	SLIRP	Columba livia	SRA stem-loop interacting RNA binding protein(SLIRP)
102093570	MCC	Columba livia	mutated in colorectal cancers(MCC)
102094606	EI24	Columba livia	EI24, autophagy associated transmembrane protein(EI24)
102094173	LRIG1	Columba livia	leucine rich repeats and immunoglobulin like domains 1(LRIG1)
102087841	ANKRD10	Columba livia	ankyrin repeat domain 10(ANKRD10)
102085387	KIAA1191	Columba livia	KIAA1191 ortholog(KIAA1191)
102096189	DPP10	Columba livia	dipeptidyl peptidase like 10(DPP10)
102087844	NELL1	Columba livia	neural EGFL like 1(NELL1)
102094623	NPTN	Columba livia	neuroplastin(NPTN)
102094621	DCAF1	Columba livia	DDB1 and CUL4 associated factor 1(DCAF1)
102087446	RALY	Columba livia	RALY heterogeneous nuclear ribonucleoprotein(RALY)
102088424	MYO1C	Columba livia	myosin IC(MYO1C)
102088423	TSPAN7	Columba livia	tetraspanin 7(TSPAN7)
102093567	MAU2	Columba livia	MAU2 sister chromatid cohesion factor(MAU2)
102096171	LOC102096171	Columba livia	serine/threonine-protein phosphatase 4 regulatory subunit 1-like(LOC102096171)
102085397	LOC102085397	Columba livia	patatin-like phospholipase domain-containing protein 2(LOC102085397)
102085396	E2F6	Columba livia	E2F transcription factor 6(E2F6)
106865129	ID2	Sturnus vulgaris	inhibitor of DNA binding 2, HLH protein(ID2)
102085398	RAD21	Columba livia	RAD21 cohesin complex component(RAD21)
102087853	LRRC28	Columba livia	leucine rich repeat containing 28(LRRC28)
102087854	AK1	Columba livia	adenylate kinase 1(AK1)
102094180	CLN8	Columba livia	ceroid-lipofuscinosis, neuronal 8(CLN8)
102094181	PRKACB	Columba livia	protein kinase cAMP-activated catalytic subunit beta(PRKACB)
102094613	KCNC4	Columba livia	potassium voltage-gated channel subfamily C member 4(KCNC4)
102092495	MORF4L1	Columba livia	mortality factor 4 like 1(MORF4L1)
102092496	ATP1A1	Columba livia	ATPase Na+/K+ transporting subunit alpha 1(ATP1A1)
102087817	CLINT1	Columba livia	clathrin interactor 1(CLINT1)
102087439	DGAT2	Columba livia	diacylglycerol O-acyltransferase 2(DGAT2)
102098814	sorbs1	Columba livia	sorbin and SH3 domain containing 1(SORBS1)
102093547	ZNF326	Columba livia	zinc finger protein 326(ZNF326)
102095297	PIK3CD	Columba livia	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta(PIK3CD)
102095296	ICA1	Columba livia	islet cell autoantigen 1(ICA1)
106034804	LOC106034804	Anser cygnoides domesticus	uncharacterized LOC106034804(LOC106034804)
102086770	ELMOD1	Columba livia	ELMO domain containing 1(ELMOD1)
102094157	LAMC1	Columba livia	laminin subunit gamma 1(LAMC1)
102086772	FOXO1	Columba livia	forkhead box O1(FOXO1)
102093556	MGA	Columba livia	MGA, MAX dimerization protein(MGA)
102087824	MAP4K5	Columba livia	mitogen-activated protein kinase kinase kinase kinase 5(MAP4K5)
102086773	NR1H3	Columba livia	nuclear receptor subfamily 1 group H member 3(NR1H3)
102085366	CRYBA2	Columba livia	crystallin beta A2(CRYBA2)
102094150	RABGGTB	Columba livia	Rab geranylgeranyltransferase beta subunit(RABGGTB)
105403273	WIPI2	Aquila chrysaetos canadensis	WD repeat domain, phosphoinositide interacting 2(WIPI2)
102094600	MAP1B	Columba livia	microtubule associated protein 1B(MAP1B)
102088400	EML4	Columba livia	echinoderm microtubule associated protein like 4(EML4)
105399071	CSNK1A1	Aquila chrysaetos canadensis	casein kinase 1 alpha 1(CSNK1A1)
102098823	INPP4A	Columba livia	inositol polyphosphate-4-phosphatase type I A(INPP4A)
102095281	AAGAB	Columba livia	alpha- and gamma-adaptin binding protein(AAGAB)
102098824	FSTL1	Columba livia	follistatin like 1(FSTL1)
102088406	HIBADH	Columba livia	3-hydroxyisobutyrate dehydrogenase(HIBADH)
102088405	OSBPL10	Columba livia	oxysterol binding protein like 10(OSBPL10)
102098820	TAX1BP3	Columba livia	Tax1 binding protein 3(TAX1BP3)
102091302	CCDC53	Columba livia	coiled-coil domain containing 53(CCDC53)
102098819	XPO4	Columba livia	exportin 4(XPO4)
105411926	MAPT	Aquila chrysaetos canadensis	microtubule associated protein tau(MAPT)
102094169	PARD3B	Columba livia	par-3 family cell polarity regulator beta(PARD3B)
102098818	SLC30A9	Columba livia	solute carrier family 30 member 9(SLC30A9)
102092099	BMT2	Columba livia	base methyltransferase of 25S rRNA 2 homolog(BMT2)
102098817	HMBS	Columba livia	hydroxymethylbilane synthase(HMBS)
102087834	CCNJ	Columba livia	cyclin J(CCNJ)
102092095	PPP4R2	Columba livia	protein phosphatase 4 regulatory subunit 2(PPP4R2)
102092090	BRCC3	Columba livia	BRCA1/BRCA2-containing complex subunit 3(BRCC3)
102094162	ABR	Columba livia	active BCR-related(ABR)
103620141	FAM65A	Corvus brachyrhynchos	family with sequence similarity 65 member A(FAM65A)
102094161	NUP88	Columba livia	nucleoporin 88(NUP88)
102098831	EIF2S3	Columba livia	eukaryotic translation initiation factor 2 subunit gamma(EIF2S3)
102087411	ASPSCR1	Columba livia	ASPSCR1, UBX domain containing tether for SLC2A4(ASPSCR1)
102087417	EYA1	Columba livia	EYA transcriptional coactivator and phosphatase 1(EYA1)
102087418	TRAPPC9	Columba livia	trafficking protein particle complex 9(TRAPPC9)
105403698	POLE3	Aquila chrysaetos canadensis	DNA polymerase epsilon 3, accessory subunit(POLE3)
102098835	UBE2H	Columba livia	ubiquitin conjugating enzyme E2 H(UBE2H)
106893180	ppp1cb	Calidris pugnax	protein phosphatase 1 catalytic subunit beta(PPP1CB)
102098834	LOC102098834	Columba livia	pre-mRNA-splicing factor CWC22 homolog(LOC102098834)
102095271	CCDC170	Columba livia	coiled-coil domain containing 170(CCDC170)
104070337	ACADSB	Fulmarus glacialis	acyl-CoA dehydrogenase, short/branched chain(ACADSB)
102094652	STRN3	Columba livia	striatin 3(STRN3)
102094647	MYRIP	Columba livia	myosin VIIA and Rab interacting protein(MYRIP)
102094649	OFD1	Columba livia	OFD1, centriole and centriolar satellite protein(OFD1)
102098828	HNRNPH1	Columba livia	heterogeneous nuclear ribonucleoprotein H1 (H)(HNRNPH1)
102095880	ARHGAP5	Columba livia	Rho GTPase activating protein 5(ARHGAP5)
102098841	MYO6	Columba livia	myosin VI(MYO6)
102095263	B9D1	Columba livia	B9 domain containing 1(B9D1)
102093518	EIF3D	Columba livia	eukaryotic translation initiation factor 3 subunit D(EIF3D)
102098840	ADSSL1	Columba livia	adenylosuccinate synthase like 1(ADSSL1)
102095261	GNAZ	Columba livia	G protein subunit alpha z(GNAZ)
102095262	LOC102095262	Columba livia	MOB-like protein phocein(LOC102095262)
102093513	MGAT3	Columba livia	mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase(MGAT3)
102087805	RPL5	Columba livia	ribosomal protein L5(RPL5)
102085357	PPIL2	Columba livia	peptidylprolyl isomerase like 2(PPIL2)
104829988	RABL6	Haliaeetus leucocephalus	RAB, member RAS oncogene family-like 6(RABL6)
102085358	PPA2	Columba livia	pyrophosphatase (inorganic) 2(PPA2)
102094657	BCR	Columba livia	BCR, RhoGEF and GTPase activating protein(BCR)
102095890	WDR11	Columba livia	WD repeat domain 11(WDR11)
102098857	RAB11FIP1	Columba livia	RAB11 family interacting protein 1(RAB11FIP1)
102098856	EFR3A	Columba livia	EFR3 homolog A(EFR3A)
103894882	LOC103894882	Aptenodytes forsteri	septin-2(LOC103894882)
102093509	LOC102093509	Columba livia	guanine nucleotide-binding protein G(q) subunit alpha(LOC102093509)
102095254	LANCL1	Columba livia	LanC like 1(LANCL1)
102094631	MIOS	Columba livia	meiosis regulator for oocyte development(MIOS)
102094192	PIGA	Columba livia	phosphatidylinositol glycan anchor biosynthesis class A(PIGA)
102085328	LYPLA1	Columba livia	lysophospholipase I(LYPLA1)
103912963	EIF2B2	Pygoscelis adeliae	eukaryotic translation initiation factor 2B subunit beta(EIF2B2)
102094199	DDX42	Columba livia	DEAD-box helicase 42(DDX42)
102093510	PPP1R8	Columba livia	protein phosphatase 1 regulatory subunit 8(PPP1R8)
102098849	LOC102098849	Columba livia	phosphatidylinositol-binding clathrin assembly protein(LOC102098849)
103904463	NR3C1	Aptenodytes forsteri	nuclear receptor subfamily 3 group C member 1(NR3C1)
102095246	LOC102095246	Columba livia	neural-cadherin(LOC102095246)
102098861	NUB1	Columba livia	negative regulator of ubiquitin like proteins 1(NUB1)
102095243	CORO1C	Columba livia	coronin 1C(CORO1C)
102095244	NR1D2	Columba livia	nuclear receptor subfamily 1 group D member 2(NR1D2)
102094645	UEVLD	Columba livia	UEV and lactate/malate dehyrogenase domains(UEVLD)
102085329	RIMS1	Columba livia	regulating synaptic membrane exocytosis 1(RIMS1)
102095247	NSFL1C	Columba livia	NSFL1 cofactor(NSFL1C)
102094635	KDELR2	Columba livia	KDEL endoplasmic reticulum protein retention receptor 2(KDELR2)
105402618	LAMP2	Aquila chrysaetos canadensis	lysosomal associated membrane protein 2(LAMP2)
102096618	EPHB6	Columba livia	EPH receptor B6(EPHB6)
102096212	RAD51C	Columba livia	RAD51 paralog C(RAD51C)
102095851	SMG8	Columba livia	SMG8, nonsense mediated mRNA decay factor(SMG8)
102097747	FAM20B	Columba livia	FAM20B, glycosaminoglycan xylosylkinase(FAM20B)
102092436	LOC102092436	Columba livia	GDNF-inducible zinc finger protein 1(LOC102092436)
102088988	THUMPD1	Columba livia	THUMP domain containing 1(THUMPD1)
103914746	PIAS1	Pygoscelis adeliae	protein inhibitor of activated STAT 1(PIAS1)
103901638	USP34	Aptenodytes forsteri	ubiquitin specific peptidase 34(USP34)
102092440	CASZ1	Columba livia	castor zinc finger 1(CASZ1)
102088389	FAXC	Columba livia	failed axon connections homolog(FAXC)
102095849	NDOR1	Columba livia	NADPH dependent diflavin oxidoreductase 1(NDOR1)
102088386	ZFHX4	Columba livia	zinc finger homeobox 4(ZFHX4)
103904369	G3BP1	Aptenodytes forsteri	G3BP stress granule assembly factor 1(G3BP1)
102096625	SERHL2	Columba livia	serine hydrolase-like 2(SERHL2)
104313532	PPM1A	Haliaeetus albicilla	protein phosphatase, Mg2+/Mn2+ dependent 1A(PPM1A)
101877675	LOC101877675	Melopsittacus undulatus	glutaredoxin 5(LOC101877675)
105413007	CACNB2	Aquila chrysaetos canadensis	calcium voltage-gated channel auxiliary subunit beta 2(CACNB2)
103916980	USP32	Pygoscelis adeliae	ubiquitin specific peptidase 32(USP32)
102096220	NAPG	Columba livia	NSF attachment protein gamma(NAPG)
102096609	LONP2	Columba livia	lon peptidase 2, peroxisomal(LONP2)
102095622	DTD2	Columba livia	D-tyrosyl-tRNA deacylase 2 (putative)(DTD2)
102092431	ACAP2	Columba livia	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2(ACAP2)
102097749	MYO1B	Columba livia	myosin IB(MYO1B)
102096219	SPTAN1	Columba livia	spectrin alpha, non-erythrocytic 1(SPTAN1)
103533213	LOC103533213	Calypte anna	transmembrane protein 110-like(LOC103533213)
102088373	PYGL	Columba livia	phosphorylase, glycogen, liver(PYGL)
102088376	COL4A3BP	Columba livia	collagen type IV alpha 3 binding protein(COL4A3BP)
102095614	ESRP1	Columba livia	epithelial splicing regulatory protein 1(ESRP1)
102097760	XRN1	Columba livia	5'-3' exoribonuclease 1(XRN1)
102096232	NOL4L	Columba livia	nucleolar protein 4 like(NOL4L)
102096638	SRSF3	Columba livia	serine and arginine rich splicing factor 3(SRSF3)
102090100	ATP6AP2	Columba livia	ATPase H+ transporting accessory protein 2(ATP6AP2)
102095874	ZSWIM6	Columba livia	zinc finger SWIM-type containing 6(ZSWIM6)
102095870	LOC102095870	Columba livia	RING finger protein 151(LOC102095870)
102092419	MGEA5	Columba livia	meningioma expressed antigen 5 (hyaluronidase)(MGEA5)
102087384	NCOA5	Columba livia	nuclear receptor coactivator 5(NCOA5)
102087383	SOX18	Columba livia	SRY-box 18(SOX18)
102094688	BTF3	Columba livia	basic transcription factor 3(BTF3)
104831727	ATP6V1A	Haliaeetus leucocephalus	ATPase H+ transporting V1 subunit A(ATP6V1A)
102095868	fktn	Columba livia	fukutin(FKTN)
102087386	TTC17	Columba livia	tetratricopeptide repeat domain 17(TTC17)
102088361	LMO4	Columba livia	LIM domain only 4(LMO4)
102089495	SOS2	Columba livia	SOS Ras/Rho guanine nucleotide exchange factor 2(SOS2)
102087385	LOC102087385	Columba livia	mitochondrial amidoxime reducing component 2(LOC102087385)
102096644	CIT	Columba livia	citron rho-interacting serine/threonine kinase(CIT)
102096640	LOC102096640	Columba livia	patatin-like phospholipase domain-containing protein 7(LOC102096640)
102096641	DOCK3	Columba livia	dedicator of cytokinesis 3(DOCK3)
102088950	ABCB7	Columba livia	ATP binding cassette subfamily B member 7(ABCB7)
102097778	DNAH11	Columba livia	dynein axonemal heavy chain 11(DNAH11)
104011512	ADSS	Nipponia nippon	adenylosuccinate synthase(ADSS)
102097776	bbx	Columba livia	BBX, HMG-box containing(BBX)
102087393	TMEM248	Columba livia	transmembrane protein 248(TMEM248)
102089486	KATNBL1	Columba livia	katanin regulatory subunit B1 like 1(KATNBL1)
102094673	GOPC	Columba livia	golgi associated PDZ and coiled-coil motif containing(GOPC)
102087399	FAS	Columba livia	Fas cell surface death receptor(FAS)
102095857	BCHE	Columba livia	butyrylcholinesterase(BCHE)
102089482	FBXL4	Columba livia	F-box and leucine rich repeat protein 4(FBXL4)
105402223	OGDHL	Aquila chrysaetos canadensis	oxoglutarate dehydrogenase-like(OGDHL)
104312078	RPRD1A	Haliaeetus albicilla	regulation of nuclear pre-mRNA domain containing 1A(RPRD1A)
102093976	CPD	Columba livia	carboxypeptidase D(CPD)
103898403	SCRN3	Aptenodytes forsteri	secernin 3(SCRN3)
102095811	STX16	Columba livia	syntaxin 16(STX16)
102096252	HTRA1	Columba livia	HtrA serine peptidase 1(HTRA1)
102096253	PPP4R3A	Columba livia	protein phosphatase 4 regulatory subunit 3A(PPP4R3A)
102084204	AGL	Columba livia	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase(AGL)
102096664	AP3M1	Columba livia	adaptor related protein complex 3 mu 1 subunit(AP3M1)
102084206	PRELID3B	Columba livia	PRELI domain containing 3B(PRELID3B)
102087368	SPOCK2	Columba livia	SPARC/osteonectin, cwcv and kazal like domains proteoglycan 2(SPOCK2)
102090594	SLK	Columba livia	STE20 like kinase(SLK)
102090597	STAU2	Columba livia	staufen double-stranded RNA binding protein 2(STAU2)
102090596	FAM120A	Columba livia	family with sequence similarity 120A(FAM120A)
102095806	RIMS4	Columba livia	regulating synaptic membrane exocytosis 4(RIMS4)
102095808	FICD	Columba livia	FIC domain containing(FICD)
102090592	FBXO11	Columba livia	F-box protein 11(FBXO11)
